content
역시 송강호.. 실망시키지 않는 연기. 완전 생활연기 입니다. 보는내내 마음아픈 영화였어요ㅠ 
말이필요없다 진짜 개명작 
만점단점은 눈물 많이 흘려서 힘딸려요 
연기자들 연기도 좋고 영화정말잘봤습니다~~ 
전두환개OO 천벌받을새끼진짜 어떻게 안되냐 OOO 
사실 막판 추격신 때문에 하나 뺄까하다가 실제는 얼마나 더 잔인하고 무자비 햇을까 생각하니 도저히 뺄 수 없었어요.. 언론통치 반민주주의 먼 옛날 얘기가 아니라는걸 현재에도 행해지고 있을 수 있다는걸 한상 인지하는 지식인이 되엇으면.. 
지난겨울 우리가 촛불을 들 수 있었던 것은 37년 전에 누군가의 목숨과 맞바꾼 외침이 있었기 때문이다. 
최근에 본 한국 영화 중 가장 만족스럽습니다. 부모님 모시고 한 번 더 봐야할 것 같습니다. 
초반에는 웃음을 주고 후반은 분노와 먹먹함을 느낍니다. 정말 많이 울었던거 같습니다. 평범한 소시민의 이야기를 그려준 감독과 그걸 먹먹하게 연기해낸 송강호씨에게 감사를 드립니다. 
배우님들께서 연기를 너무 잘하셔서 보는 내내 웃길때는 웃고 슬플때는 울었던것 같아요ㅠ 
마지막보면서 너무 슬펐습니다.. 
평론가들은 믿고보지마세요진짜 영화가 참 잘봤다라는 생각이듭니다 
탱크운전사 개봉은 언제하죠? 
영화 잘 봤습니다. 감사합니다. 
사실왜곡 신파극은 그만. 
믿고보는 송강호 덕분에 간만에 좋은 영화 한편봤습니다. 5.18 희생자의 명복을바라며 하루 빨리 5.18의 진실이 밝혀져서 5. 18 피해자들과 그 가족들의 한을 풀길 바랍니다. 
참 잘만든 영화다 많은 사람이 보길.. 
이제는 아픈 역사를 꾸역꾸역역 삼키지 말고 정당하게 바로 세웁시다. 영화 100점입니다. 꼭 보세요. 
초반에는 개그코드가 많아 웃으면서 봤는데 후반 1시간은 정말 긴장감있게 눈물나게 본것 같아요. 약간 주인공들이 답답하기도 하고 지루한 면도 있지만 영화가 끝난후에 그 먹먹함이 장난아님 
군함도보다 훨 재밌었다...그리고 삼가 명복을 빕니다 힌츠페터씨...감사합니다. 
국민학교시절 85년정도?  내가다니는성당에서 518 참상을 찍은 사진들이  교리실쪽에 붙어있었는데 우연히 본 그충격은 생생하다.  컬러사진에는 그야말로  총알에 사람두개골과 눈알이 뚫리고 배가 갈라져창자와똥이 터져나와있었다. 
"인위적 감동이 아니다. 사건을 풀어쓰며 중간에 피터의 사진기 속으로 보이는 필름은 마치 그당시 찍은 영상같이 느끼게 해준다. 입체적인물로 송강호를 만들면서, 그의 광주로 돌아갈지 말지 고민하는 괴리는 그의 눈 근육. 손의 떨림으로부터도 느낄 수 있다. "
정말 재미와감동을 받으며 봤습니다 
지긋 지긋 지긋 지긋 지긋하다 
꼭 보세요 끝까지 긴장감 주네.. 
1980년 5월 18일 광주와 그날의 시민들을 생각하며 가슴 먹먹해지는 영화였습니다~! 
송강호가 서울로 향할 때 내가 다 맘 졸여졌음... 그리고 그 당시 군부세력은 진짜 인간이길 포기한 사람들인듯... ㅡㅡ;; 
진짜 보는내내 분함마음이 들고 최고예요 
배우들 연기도 너무좋았고 당시 얼마나 큰상처를 남기게됐는지 영화를통해서 보니깐 눈물이 끊이지않더라구요.. 무고한시민들을위해 세상에알려주신 독일기자님과 택시운전사분들께 큰감동을 얻어 뜻깊게봤던영화였던것같네요ㅠㅠ꼭 한번쯤은 봐야할 영화여서 강추합니다!! 
정말 꼭 보세요 여러분 이런게 진짜 역사고 영화죠 역사책에서만 얕게 배운5.18 민주화운동이 아닌 더 자세한것을 알게 되어 기쁩니다 역사를 되돌아볼 수 있는 영화였습니다 흠잡을곳없이 전부 좋았습니다 꼭 보세요 
진짜 너무 잘봤습니다.... 감동이에요 
역사도 감동도 두가지를 다 얻은거같네요 
광주여러분 김사복님 힌츠페터님 감사합니다! 
안보신분들 정말 꼭 보세요! 최고로 후회안합니다. 조조로 봐도 몰입감 짱이라 졸지도 않고 끝까지 잘 봤던 영화...웃다가 울다가 ! 이런영화 많이 만들어주세요. 
민주주의를 위해 힘써주신 518유공자분들 그리고 용기있던 기자 힌츠패터씨께 깊은 감사와 경의를 표합니다!감동적인 영화에요 다들 꼭 관람하시길! 
감사합니다..정말 마음아픈 우리들의 역사 잊지않겠습니다.정말 마음아프고 헤아리며 본 영화. 연기자분 연기도 정말 최고였습니다 
웬만해선평점안올리는데이건꼭봐야됨 
말이 필요업써용 ㅠㅠ 추천추천!!! 
목숨걸고 광주에 들어가 실체를 보도하신 위르겐 힌츠페터님과 군부독재에 맞서 싸운 광주시민 여러분들께 이 평점을 바칩니다. 
역사의 아픔을 영화화하는 것은 좋지만 사실에 없는 부분을 넣고 너무 억지감동릏 줄려한다고 생각이 들었습니다. 왜! 역사에 없는 내용(마무리부분에 택시기사들이 나와 도움을 주는 부분)을 넣으면서 그것까지 사실인것처럼 표현하는지 모르겠습니다. 
평점잘안올리는데 추천하고자올림 어릴때비슷한비디오 광주할머니집에서 본적이있는데 더잔인했던걸로ㅜ2시간반이 길수도있지만 더길게 담을수도있었다. 감독판나왔으면 한다. 
"억지 감동,눈물을 의도하지 않은 군더더기없는 영화라서 좋았다. "
소재가 가지는 역사적 의미도 가슴을 울리지만 영화자체를 재밌게 잘 만들었음 
다른 영화를 추천합니다. 
돈이 아깝지않았다시간 가는 줄 모르고 보게 되는 영화억지감동 없이 담백했다 
처음부터 끝까지 보는 내내 감사했던 영화. 
너무 슬퍼요  연기도 너무 잘 했구요 
낼 보러가지만 솔까 안봐도 흥행작임 천만관객 가자! 
진짜 보는내내 소름돋고 인생영화 
주연조연배우님들정말 엄지척마지막장면까지눈물흘리고나왓네요감사합니다 
한국영화를 위해 1점 박는다 
이거보는거보다 진짜택시타는게 더재밌다 
남녀모두 강추입니다.말로 표현할수없는 분노와 슬픔.그리고 선한 사람들의 아름다움. 
80년 5월 광주의 진실에 한 걸음 더 다가서다 
많은 사람들이 꼭 봤으면 하는 영화그래서 진실을 알아줬으면 하는 영화 
휴지 들고 가세요...! 
오늘 개봉날에 맞춰서 보러갔는데 감동적이고 슬프네요ㅠㅠ 배우들도 역할에 몰입한듯...! 지루할 틈 없이 즐겼네요. 가족들이랑 보러 가기 좋은 영화로 추천 합니다. 
이건 정말 꼭 봐야할 영화!!그 시절 광주 민주화 운동을 다시 한번 느끼고 생각할 수 있는 영화입니다. 
많이들 보세요 믾이보세요 
다들 많이 봤으면 메세지만으로도 충분하다!!!최고의 영화임 나에겐 광주시민들 덕분에 지금의 민주주의가 있음을 잊지말자ㅠㅠㅠ 
미쳤다 정말....그날의 광주를 이것보다 더 생생히 전달해준 영화는 없었을것이다.. 
5.18 광주민주화운동이 얼마나 심각했는지를 다시 한번 깨닫게해주는 영화였습니다. 많은 사람들이 이 나라와 광주를 지키기위해 희생하고 얼마나 참혹했는지 이 영화를 통해 많이 느꼈고 절대 잊지말아야합니다 
존잼탱 연기신 송강호 사실적이여서 좋았어요 너무 드라마같지않아서 
영화 정말 잘 봤습니다.이 영화가 실화라는 사실에 놀랐고 여러가지 생각이 많아지게 하는 영화. 
"군부독재에 희생당한 시민들, 그리고  투쟁 ... 눈물만 흘렸습니다. 감동적인 영화입니다. "
4.32423E+12
"재미를 떠나 꼭 봐야할 영화라고 생각합니다. 그 시대에 살지도, 태어나지도 않았지만 그 때의 참상을 그때 그곳의 시점에서 느끼게 해줄 수 있는 영화였고 시간을 내서라도 518 국립묘지에 다녀올 생각입니다. 영화를 보면서 눈물 참느라 죽는 줄 알았네요. "
역시 송강호입니다. 꼭 보세요. 
외부인의 시선으로 광주의 참상을 알아가는 연출이 좋더군요...또한  광주 시민들의 용감한 민주화 정신에 감동을 많이 받았어요 
송강호의 연기는 정말 최고인듯 
"시나리오, 연출면에서 군함도 보다 훨씬 좋았습니다. 돈, 시간 모두 아깝지 않은 영화입니다. 억지신파극이 아니라는 점도 좋구요. "
"군인들은 총을 겨누고, 기자는 카메라를 치켜들고. "
광주시민이 아닌 타지역의 택시운전사 시점에서 바라본 김사복의 감정 변화가 정말 잘 드러났습니다. 그시대를 겪어보지 않았지만 몰입하게 되더군요.... 안보신 분들 꼭 보셨으면 하는 영화입니다. 
역시 송강호 유해진 ...군함도보다 훨씬 재밌음 
가슴뭉클한 영화한편이 무더운 여름을 잠시나마 잊게해주었다 
방금 보고왔습니다 . 가슴 뭉클하고 여운이 많이 남네요 ㅠ 그런데 제발 15세 미만 부모님들은 아기들 데리고 안오셨음 좋겠어요. 애들 칭얼거림에 저를 포함한 다른 관객들이 집중을 못했습니다 .. 이 영화 15세 이상 관람가 입니다 ㅠㅠ 
송강호 유해진씨의 연기력 정말 감탄하고 갑니다.안타까운 사건도 되돌아보는 좋은 계기가 되었습니다. 
영화 기대 안했는데 상당히 좋네요 가슴을 울리는 내용이..눈물이 약간 났어요 ㅋㅋㅋ 아 창피함 아무튼 정치적인거 뭐 지역차별 이딴거 모르겠고 전 30대경상도 토박이 인데 이 영화 추천함!! 재밌고 슬프고 가슴이 아리는 어떤 그 ..뭐시기가 있음 
눈물이 없는 나도 울었다.... 영화평이 더 필요한가.... 
변호인 + 화려한 휴가를 합져놓은듯한 작품 
이 영화는 평가를 하는게 아니라 그냥 봐야 하는 영화입니다...5.18소재 영화 식상 하십니까? 역사는 잊으면 되풀이됩니다... 꼭 보십시요 후회하지 않으실 겁니다 
중간에 지루한 부분이 있지만..ㅠㅠ    군인 나오는 부분부터 진짜 슬프네요... 허구가 아니라 실화라는게 더 슬픈거같아요 
광주 사람만이 아닌 대한민국 사람이라면 꼭 봐야할 영화다.진짜 두 번 봐도 돈이 안아까울 영화.개인적으로 너무 화가 났던 영화다..영화가 끝나서도 겨운이 가시지 않아 자리를 못일어났다. 
자연스러운 좋은 한국영화 연기갑 
생각보다별로임 군함도가더나음 
최고였어요.. 진짜 이게 우리나라에서 일어났던일이라서 더 슬펐던거같아요..ㅠ  단역분들 주연분들 전부다 힘써서 연기한게느껴지고 최곱니다 꼭보세요 
베충이들이 거품물고 폭동이라하는거 보니 꼭 봐야할 영화맞네 내일 조조로 보고온다 
영화가 끝난 후 한동안 여운이 가시지 않는 영화. 올해 최고의 영화. 
이 영화를 통해 그날의 광주를 대한민국사람들이 모두 기억해주길바란다 오일팔당시 직접밥만들어서 나눠주신 친할머니와 보러갔는데 많이 우셨어요 올해에 가장 감동적이고 볼만한가치가 있는영화 
완전재밋어요 꾸르잼 꼭보세여 
5.18 당시 광주에서 학교다니던 가족이 있습니다.당시.. 고삼이었는데.. 같은반 학우들 대부분이 죽었었죠..진실은 우리가 알고있는 그 이상.. 상상이상 이었었죠..그때의 상황을 그대로 영화로 만들어서 개봉하면 상영못할겁니다.. 너무 잔인해서.. 
재미있게 잘 봤습니다. 
꼭봐야합니다ㅠㅠㅠ 재미없다라는 말은 안나옵니다 결코 
보는 동안 가슴도 쳐야 하고 한숨도 쉬어야 하고 눈물도 닦아야 한다. 영화가 끝나고 한참 동안 일어날 기운도 없다.그럼에도 이 슬픔과 스트레스를 우리는 선택해야 한다. 
"돈이 전혀 아깝지 않은 영화입니다. 웃음과 감동 두 마리 토끼를 다 잡은 영화. 그냥 이 영화를 보면 평점 쓴 분들의 말을 이해하실 수 있을겁니다. 원래 영화를 봐도 평점은 안남겼는데, 이 영화는 평점을 쓰게 만드네요. "
 슬프지만 꼭 한번 봐야 할 영화!! 
감동입니다~어떻게 그렇게 무차별하게 폭력을 가했는지 ~정말감동입니다 
너무 잘봤음 ㅜㅜ 슬프고 아프고 억울한 역사..젊은 청년들 남녀노소 이유없이 총에 쓰러져간1980년 5월 
변호인 이후로 송강호의 역량을 다시 한 번 느끼게 해준 영화 
"영화를 보는 내내 제가 광주시민, 기자가 된 느낌이였습니다. "
말이필요없다...꼭보시길 
정말 올해 최고의 영화 중 하나로 꼽을 정도로 가치있는 영화같다. 그 당시를 경험하지 못한 학생들에게도 이 영화를 추천해주고 싶다. 
광주 영화관에서 영화가 끝나자마자 박수가 터져나오는 거 보고 스스로가 광주사람이라는게 참 자랑스러웠습니다. 
아버지가 전라도광주 분이신데 어렸을 때부터 5.18이야기 많이 해주셨는데 서울토박이인 나도 이 영화를 보고 5.18정신을 이어나가야 한다고 생각한다 
최근에봤던한국영화중최고였습니다!꼭한번보세요 
감동도 있고 ! 화도났네요 이런현실이란게 
올해본영화중 최고..다시는 그런일이 없도록 우리가 민주주의를 지켜야 겠습니다! 
택시운전사와 외신기자의 목숨을 건 취재가 아니었다면 5.18은 영원히 몰랐을것 같네요. 볼만한 영화입니다. 
김사복씨 보고싶습니다.. 
진실된 필름 속 담겨있는 사람들의 희망 
재밌을거같음 보러가야징 
보지도 않은 네티즌의 평점이 왜 필요하지? 
자녀들에게 그 당시 실상을 보여주게 되어 좋았고 송강호 역시 믿고 보는 배우 굿^^입니다. 
선동용 영화 보지마세요. 
무조건 보세요.역사는 지나가는 것이 아니라 기억하는 것입니다. 
하..마지막 군인 님*_* 
이딴 영화나 찍으니 블랙리스트에 오르지 
모두가 봐야한다고 생각합니다 
연기하는게 너무 진짜 같아서 뭉클해졌어요 ㅠ 
답답한것을 유쾌하게 잘 표현한것같다 
민주화의 발전과 언론인으로서의 양심적인 선언들이 인상깊었어요 
배우들의 연기력과 내용에 감탄했어요 아직도 광주 시민들의 정과 슬픔이 여운에 남네요ㅠㅠ 
와...그냥 강추보세요 후회안합니다 
좋아요! 킬링필드가 떠올랐습니다 
민주화운동에 대해서 다시 한번 더 생각하는 시간이었던거같아요전반적으로 감동적이었네요 잘봤습니다 ^^ 
정말 감동적이고 재밌었어요~ 좋은 영화 감사합니다! 
완전 최고ㅠㅠ모든 사람들이 꼭봤으면 좋겠어요 후반부는 빨리 마무리된 느낌이 있네용ㅠ 
Ost가 잘 조화를 맞추는 좋은 영화다. 연기도 스토리도 훌륭하다.실화라는 사실이 감동을 더 가져온다. 
말이 필요없는 최고의영화..꼭보세요!! 
방금 영화보고 나왔는데요...정말 택시타고 광주 갔다온거같다는 말이 정말이네요 아직도 먹먹합니다 다들 꼭 보셨으면ㅜㅜ 
굿굿굿 송강호 감정 대박 ㅋ 
정말 좋은 영화 역사를 잊지 말자.. 
"군함도와 비교하기 싫지만, 역사적 검증의 측면에서 훨씬 훌륭했던 영화. "
내용이너무뭉클해서계속울었어요 
영화를보고 한동안 일어날수없을 정도로 진한 여운이!!! 
너무 뜻깊은 영화였습니다재미있고 감동적인 시간이었습니다~ 
 최고의 영화 더 말이 필요없다 
송강호처럼 우리는 더 변화해 나가야 하며 사람이 먼저다 
5.18을 배경으로 하고있지만 누구에게나 당연한 상식과 인간의 도리에 대한 영화. 
믿보송 믿보유 
좋은 영화입니다 여운이 남는 영화네요 
배우들의 명품연기~~2시간20분의 런닝타임이 지루하지않았던 전개~~돈아깝지않네요 
"진실의 힘을 알리는 언론이, 참된 기자가 왜 중요한지 영화를 보고 마음에 참 와닿았던 것 같다 그리고 우리나라 사람들의 민주주의에 대한 열망은 군인들의 총 앞에서도 무너지지 않았단 것에 마음이 굉장히 뭉클했다 "
이런거 처음 써보네요 올해 최고 영화입니다 ㅠㅠ 정말 송강호표 연기 감동대박 ㅠ 지루함 전혀 없이 진행되고 류준열 유해진 배우 연기가 한몫 하네요! 천만 영화 확정 ㅎㅎ 
눈물이 자꾸 나네요~~배우분들의 연기 훌륭하네요~ 
꼭 보세요 우리는 현실을 알아야합니다 
엄청난 영화다 끝나는 순간까지 감동과 여운이 가시지 않는다 정말 올해 최고에 영화같다 
실화 속의 한 인물에 투영해 볼 수 있는 영화. 그게 멀리있지 않은 우리의 이야기라서 더 가치있는 영화. 추천합니다 
슬퍼요-ㅠㅠㅠ- 강추!!! 
영화 끝나자마자 사람들 박수소리 들리고 어떤 분들은 기립하시더라고요... 소름돋아서 엄청 오열하다 나왔습니다ㅠㅠ 정말 똥꾸멍까지 똥이 내려왔는데 최초로 참고 본 영화...ㄹㅇ 
정말 좋은 영화입니다 꼭 봐주세요 
군함도 따위와 비교가 안되는 명작 
잘보았습니다^^ 믿고보는송강호 
감동 그자체~마음이 너무아픈 영화.. 전국민이 다보았으면 좋겠다.천만영화로 가자~~ 
광주폭동을 아름답게 만들려고 억지눈물을 유도함 ㅡㅡ 
너무재밌어용 시간가는줄모르고 본 영화 
오늘을 살아가는 우리들은 우리의 생각을 전할수있는 자유가 얼마나 소중한지영화를 보는동안 생각해볼수있는 시간이었다 
"올해에 본 영화 중 최고!! 누구나 꼭 봐야하는 영화. 작품성에 놀라고, 실화라서 놀라고 ,배우들 연기에 또 놀라고... 단연 최고!! "
광주 메가박스엔 자리가 없었어요ㅠ 12시에 갔는데 예매하고 4시 영화보고왔어용 그만큼 광주 사람들에겐 의미있는 영화... 감사합니다 감독님 문재인 대통령님 
영화 너무 재밌게 봤어용~~~!! 
"모두다 봤으면 좋겠는 영화 ,, "
최고입니다 극장가서 보세요 
진짜 ㄹㅇ 개오짐 꼭 봤으면 좋겠네요 진짜 후기 보고 안보시지 마시고 꼭 보셨으면 좋겠습니다 
많은 생각을 하게 해주는 영화. 
만원 이만원 이상을 주고도 아깝지 안을정도로 정말 좋은 영화였다 
최고..정말 최고 인생영화 
진짜 배우분들의 연기에 눈물을 흘렸어요 ㅠㅠㅠㅠ 처음부터 끝까지 시간이 가는줄도 모르고 봤습니다! 다시한번 보고싶네요 진짜 이영화는 영화관에서 꼭 봐야합니다! 
제 기억에 오래 남을거 같은 영화네요.이런 좋은 작품 만들어 주셔서 정말 감사합니다!!원래 영화에 관심이 많았는데 더 관심을 가질 수 있게 된계기가 된거 같아요!다시 한번 좋은 작품 만들어 주셔서 감사합니다! 
역시 송강호. 러닝터임이 길지만 끝까지 지루할 틈 없었다. 
"지금의 나 또한 80년 광주의 그들처럼, 촛불을 들었었다. 다른점은 그들은 피를 흘렸고, 소중한 목숨을 잃고,많은 희생을 치뤘다. 최근의 일들과 오래된 역사까지, 단죄되고, 청산되어야 할 역사가넘 많다.갈 길이 멀게만 느껴진다그래서 꼭 봐야 할 영화! "
"송강호의 택시를 타고 저 또한 그 현장에 가있는것 같았어요.감동과 재미, 그리고 배우들의 연기까지..정말 추천합니다 꼭보세요!!!! "
"""<택시운전사>를 보는 관객들이 만섭의 택시에 함께 타고 가면서 당시 사람들의 이야기가 결국은 우리들의 이야기임을 생각해볼 수 있는 작은 계기가 될 수 있으면 좋겠다."" "
너무 많이 울어버렸다. 
알아야 할 역사.. 감동이었어요. 
다른 시각에서 본 80년 광주 
"개인적으론 화려한 휴가가 더 재밌었음, 어쨌든 다같이 외쳐 전두환 OOO "
심장이 쫄깃쫄깃했어요 여운이 남는 영화 
우리나라를 위해 이렇게 힘써주신분께 너무 감사할따름이다. 
"내인생 최고의 영화입니다. 감독님, 배우분들, 스탭분들 정말 고생하셨습니다. 고맙습니다. "
가슴 먹먹하고 그들이 겪었을 고통을 생각하며 하염없이눈물이 났습니다.우리나라 사람이라면 한번쯤 꼭 볼만한 영화입니다. 
지난 역사를 되돌아볼 수 있어 좋았습니다. 보는 내내 울컥하기도 하고 스스로를 성찰하는 시간도 가질 수 있었습니다. 
진실을 알리기 위해 목숨을 거신 분들께 감사드립니다. 
"픽션인 줄 알고 가서 봤는데 실제로 있던 일에 기반하여 만든 영화더라고요, 보면서 많이 속상하기도 억울하기도 했지만 억업하는 상황 속에서도 용감하게 일어선 광주 시민들께 다시 한 번 감사하는 마음을 갖게됐고 공부가 되는 영화였습니다. "
마지막까지 꼭 보세요 ㅠ ㅠ 
영화가 광주 시민의 진심을 알려줬으면 조켔어요 
80년광주...잊지말아야합니다..이런영화를만든 영화관계자 모든분들 자랑스럽습니다 
"지금을 있게한 많은 사람들의 희생을 다시한번 되돌아보고 감사할 수 있게 만들어주는 영화네요, 긴장하면서 주먹 꽉 쥐고 잘봤습니다. "
진짜 꼭 봐야하는 영화다.슬퍼ㅠㅠ 
좋았다. 감사하고.군함도본후상처받은마음이위로가됐다. 
광주가없었다면...끔찍하다 
감동적이네요. 믿고 보는 배우 송강호님 연기에 다시한번 감동 받았습니다. 
잊지말아야할 시간그리고 청산해야 할 남은 사람. 
보는데에 화가 절로 나던..정말 재밌게 봤습니다 
이건 천만관객 영화다! 
재미없습니다. 폭도들을 때려잡는 모습이 너무 약합니다.북괴에 선동당한 억울한 광주시민을 표현해야햇어요. 
탄탄한 플롯이 아주훌륭하다. 시나리오작가애게 상주고싶다~~물론 송강호니까 가능함 
믿고 보는 송강호! 영화 완전 잘 만들었네요 
영화관가서 봐야하는 영화에요 .. 
말할 필요가 없다 올해 최고의 영화다 100만 못 찍으면 이 나라는 답이 없다 
아침부터 웃음과 슬픔을 준 영화에요. ㅠ배우님들의 연기력이감동을 더 저해주네요. 정말... 이분들 덕분에 저희가 편하게 살고있네요ㅠ 감사합니다ㅠ 
비극적인 광주의 진실앞에 눈물을 펑펑 쏟고 나왔다...역쉬 송강호^^ 
감동적이었고 가슴아팠다.이 영화가 이렇게 사실적으로 이 세상에 나올 수 있는 지금 이 현실이 너무 감사했다. 잊지 말아야하는 우리나라의 가까운 산 역사다. 
넘넘넘 감동감동 다시 또  볼꺼예요~ 
"재밌고 감동있게 봤습니다. 부모님,조부모님 시대의 아픈역사 잊지 않게 해주셔서 감사합니다. "
"군부독재에 저항한 수많은 민주주의 운동으로 지금의 대한민국이 있다고 생각합니다.민주주의의 발전과 성장을 위해 함께 해나가주신 수많은 시민분들 정말 존경하고,감사합니다.민주주의의 정신을 끝까지 지키겠습니다. "
젊은 날에 그들의 희생을 잊지 않겠습니다. 감사합니다 
우리나라의 역사의 아팠던 기억을 영화를 통해 알게되어 뜻깊은 영화라고 생각이 든다 진실을 얘기함에 따르는 희생과 댓가를 생각해보게 되는 영화였다 가슴먹먹해지는영화~!! 
송강호의 연기와 5.18민주화운동의 역사적의미만으로 최고인영화. 많은분들이 보셨으면 좋겠네요. 우리는 모두 광주에 민주화의 빚을 지고사네요. 
정치인들 특히 국물당들은 저거보고 다시 정신차려라 개누리 2중대나 하지말고 미친것들 . 가슴 먹먹한 영화다 묵직한 먹먹함에 눈물이 났다 가슴답답한 여운이 남 아 아프다 
정치적 색채 묻어있는 영화치고 잘나온 영화 없다더니...에휴 괜히 봤다 볼거 없어서 봤는데 
꼭 봐야할 영화네요. 강력히 추천합니다! 
진짜 오랜만에 영화다운영화나왔어요 
비극을 신파로 풀어냈어요 
예상과는 다른 그래서 더 좋았던 
송강호때문에 봤는데 내용이 너무 뻔하고 상투적이였음. 
잊지않겠습니다 감사합니다 
슬프고 감동적이었네요ㅠ 
반년만에 영화관 나들이로 개봉일에 맞춰 택시운전사 선택 꼭 보세요~~ 
아직 안봤는데 기대가 큰 영화*^^* 
"광주의 참상을 압축해서 영상화한 연출도 좋고 배우들의 열연 모두 좋았고 재미와 슬픔, 억지가 아닌 여운과 눈물이 있다. 김사복씨는 모처에 잡혀가 죽었을거란 생각이 든다. 그시절에  그런일 흔하고 그사람 하나 찾아내는건 어려운일도 아니었을테니까. "
사실이라 더 의미있고 영원히 잊혀지지 않을것 같습니다 
죄송합니다...그리고 민주주의가 살아있다는 것을 보여주셔서 감사합니다 
80년 광주 너무 슬픕니다 
감동적으로 잘 보았읍니다 휴가인 아빠를 위해 시간을 내어준 딸아이와 함께 봐서 훨씬 즐겁고 행복했어요 
군함도도 그렇고 택시도 그렇고 왜이리 재미가 없는지 광주사태를 들쑤셔서 정치인들 농간에 넘어가지맙시다 국제시장도 정부악박에 그렇게 만들었는 영화입니다 지역감정만든게 여야 정치인들입니다 
보고 나서 여운이 길게남는 영화. 과거 광주시민들에 대한 감사와 가슴먹먹함이 잊혀지지 않습니다. 연기력도 연출도 너무나 좋았어요 
꼭 봐야할 영화입니다 ㅜㅜ 
모영화보다 사실적이여서 몰입도있게봤다 
꼭보세요..여운이 가시질 않네요 감사합니다 
정말 꼭 봐야하는 영화입니다. 
가슴이 아프다는 말은 너무나 부족하다. 절대 잊지 않는 것이 최고의 복수다. 
후반에 울컥하는장면 몇번있었어요 ㅜㅜ 
역사 수행평가를 하면서 찾은 자료와 똑같은 장면이 나오더라고요 저는 아직 중학생이지만 이렇게나마 그때의 일들을 간접적으로 알수 있게되어 좋았고 지금 제가 있는 광주에 이런 일들이 있었다는 것을 알게 되었습니다. 이런 좋은 영화를 볼수있어서 좋았습니다. 
영화관을 나오고 한참이 흐른 지금도 마음이 먹먹하다. 
유쾌함과 찡한 감동과 분노를 한번에 느낄 수 있었던 영화..배우들 한명한명의 연기도 인상적이었습니다.레츠고 광주~! 
"10점이 아깝지않아요.10점보다 더 줬으면줬지..정말 마음아프고 가슴이 먹먹해집니다. 송강호,외국배우분,유해진,류준열,박혁권..캐스팅 정말 잘했고 연기는 두말하면 입아프고 꼭 보시길 바랍니다..안보면 후회합니다. 정말 돈 아깝지않습니다. "
요근래 봤던 영화중 최고....진짜 딴거 말고 이거보세요....주먹불끈쥐게 만드는 영화에요 
역사의  진실이  우리를  슬프게 ... 
무차별 총격을 보는 송강호의 표정은 잊혀지지 않네요...류준열...ㅠㅠ 
역사를 빙자한 군함도 빨리 극장에서 내려야 것내 이것이 진정 역사물이지 
진짜 최고의 영화였고 연기가 너무 소름돋는 연기였어요.최고네요. 
배우들의 연기실력 덕분에 내가 택시를 타고 광주다녀온 느낌이 들어서 너무 좋았던 영화.. 이런 영화 몇없는것 같음ㅠㅠ 
